1868,1230,1868,1230,WindowTag,1.00,
2086,1230,2086,1230,WindowTag,1.00,
3532,1220,3532,1220,WindowTag,1.00,
3846,1220,3846,1220,WindowTag,1.00,
4470,1220,4470,1220,WindowTag,1.00,
4784,1220,4784,1220,WindowTag,1.00,
5879,1220,5879,1220,WindowTag,1.00,
6192,1220,6192,1220,WindowTag,1.00,
3150,3871,3150,3871,WindowTag,1.00,
3393,3871,3393,3871,WindowTag,1.00,
3637,3871,3637,3871,WindowTag,1.00,
3882,3871,3882,3871,WindowTag,1.00,
4381,3871,4381,3871,WindowTag,1.00,
4524,3871,4524,3871,WindowTag,1.00,
4669,3871,4669,3801,WindowTag,0.75,The label is positioned inside the room space above the window line (which runs horizontally at y≈240). The anchor was at y=200, but moving upward to y=130 keeps the label fully within the crop (bounding box from y=91.5 to y=168.5) and clear of the window opening and dark linework. All already_placed labels are far outside the crop area (negative coordinates), so no overlap conflicts exist. The placement respects the tag-specific rule by positioning the window label inside the adjacent room space, not overlapping the window itself.
3100,1265,3100,1265,DoorTag,1.00,
3238,2167,3238,2167,DoorTag,1.00,
3353,2715,3353,2715,DoorTag,1.00,
3533,2967,3533,2967,DoorTag,1.00,
3737,2794,3737,2694,DoorTag,0.85,The door is located in the upper-center portion of the crop (around y=190-210 based on the linework). Placing the label at (200, 100) keeps it in clear whitespace above the doorway, avoiding overlap with the door structure itself and all already_placed labels (all of which are far outside the crop area). This position maintains the tag-specific rule of placing door labels beside the door rather than blocking passage. The label fits fully within crop bounds with adequate buffer from walls.
3932,2552,3932,2552,DoorTag,1.00,
3712,2280,3712,2280,DoorTag,1.00,
4169,2561,4169,2561,DoorTag,1.00,
4259,2263,4259,2263,DoorTag,1.00,
4963,2289,4963,2289,DoorTag,1.00,
5250,1300,5250,1300,DoorTag,1.00,
5788,2400,5788,2400,DoorTag,1.00,
5647,2554,5647,2554,DoorTag,1.00,
6490,2792,6490,2792,DoorTag,1.00,
6634,2636,6634,2636,DoorTag,1.00,
778,1722,778,1722,WallTag,1.00,
1261,2150,1261,2150,WallTag,1.00,
1478,2367,1478,2367,WallTag,1.00,
2584,1353,2584,1353,WallTag,1.00,
2781,1437,2781,1437,WallTag,0.92,The anchor point (200, 200) is in the upper-left region of the crop, within a clear whitespace area bounded by walls. This location is well away from all already_placed obstacles (the nearest is RoomTag at -1681, 863, far outside the crop). The label fits entirely within crop boundaries (bounding box: 161.5–238.5 horizontally, 161.5–238.5 vertically). It avoids walls and structural features, with adequate buffer space from the dark linework visible in that region. This is an ideal placement for a wall label along the upper structural boundary.
3000,2250,3000,2250,WallTag,1.00,
3150,2500,3150,2500,WallTag,1.00,
3389,2675,3389,2675,WallTag,1.00,
3400,1755,3400,1755,WallTag,1.00,
3000,3200,3000,3200,WallTag,1.00,
3520,3977,3520,3977,WallTag,1.00,
4118,3363,4118,3363,WallTag,1.00,
4111,1930,4111,1930,WallTag,1.00,
4685,2368,4685,2368,WallTag,1.00,
5012,2375,5012,2375,WallTag,1.00,
5005,1567,5005,1567,WallTag,1.00,
5005,3408,5005,3408,WallTag,1.00,
5647,2836,5647,2836,WallTag,1.00,
5219,2475,5219,2475,WallTag,1.00,
5867,2513,5867,2513,WallTag,1.00,
6450,1606,6450,1606,WallTag,1.00,
6417,1929,6417,1809,WallTag,0.85,The label is positioned along the vertical wall structure in the upper portion of the crop, where there is clear whitespace. The anchor point at (200, 200) falls within the wall area; moving the label upward to y=80 places it in an unobstructed gap above the wall thickness, maintaining visibility and avoiding overlap with any fixtures or structural features. The label stays well within crop bounds (x: 161.5–238.5, y: 41.5–118.5) and respects the 5px buffer from walls.
6593,2663,6593,2663,WallTag,1.00,
6715,2683,6715,2683,WallTag,1.00,
6376,3361,6376,3361,WallTag,1.00,
7293,2733,7293,2733,WallTag,1.00,
